business_name,rating,review
Boucherie Union Square,,
Boucherie Union Square,4.0,"The burger was great served medium. The fries were delicious too. Perfect serving size. I wish the pickle was thinly sliced to easily add to the burger though.

I love creme brûlée so I was very disappointed when mine came out very poorly. The consistency was all wrong.

Other than that, the atmosphere was great."
Boucherie Union Square,4.0,"The burger was great served medium. The fries were delicious too. Perfect serving size. I wish the pickle was thinly sliced to easily add to the burger though.

I love creme brûlée so I was very disappointed when mine came out very poorly. The consistency was all wrong.

Other than that, the atmosphere was great."
Boucherie Union Square,5.0,"These guys do an amazing job.  I took my 2 kids for dinner here, and I had the best burger and French fries I ever had.  Next level food.  It was not over priced considering the quality of the food!! 5 stars!"
Boucherie Union Square,5.0,"These guys do an amazing job.  I took my 2 kids for dinner here, and I had the best burger and French fries I ever had.  Next level food.  It was not over priced considering the quality of the food!! 5 stars!"
Boucherie Union Square,3.0,"I came here 3 years ago by myself and had an amazing dinner, however I recently brought my family and had a completely different experience. The food was just okay, and the service was TERRIBLE. My family and I did not feel welcomed at all during this past experience, our waiter had a horrible attitude and literally threw the menus on the table. He took forever to introduce himself, was not helpful when it came to questions we had, and would literally ignore us when we needed more water or drinks. There are nicer and better restaurants in the city to spend your money at."
Boucherie Union Square,3.0,"I came here 3 years ago by myself and had an amazing dinner, however I recently brought my family and had a completely different experience. The food was just okay, and the service was TERRIBLE. My family and I did not feel welcomed at all during this past experience, our waiter had a horrible attitude and literally threw the menus on the table. He took forever to introduce himself, was not helpful when it came to questions we had, and would literally ignore us when we needed more water or drinks. There are nicer and better restaurants in the city to spend your money at."
Boucherie Union Square,5.0,"We stopped for brunch on a nice Sunday morning. The ambience and feel in the restaurant transports you to Europe. Our server, Ben was amazing and helped us with good recommendations. The coffee was amazing. I had the eggs Norwegian which was rich and flavorful but didn’t leave me feeling heavy afterwards. My wife had “le croque madame” which was a very good sandwich as well. Definitely recommend considering this spot for a meal if you’re in the area. On my personal scale, it scores an 8/10."
Boucherie Union Square,5.0,"We stopped for brunch on a nice Sunday morning. The ambience and feel in the restaurant transports you to Europe. Our server, Ben was amazing and helped us with good recommendations. The coffee was amazing. I had the eggs Norwegian which was rich and flavorful but didn’t leave me feeling heavy afterwards. My wife had “le croque madame” which was a very good sandwich as well. Definitely recommend considering this spot for a meal if you’re in the area. On my personal scale, it scores an 8/10."
Boucherie Union Square,5.0,"I walked past this restaurant just on accident decided to have a drink at the bar where I met Michael and Adam their service was amazing. The ambience in here was Beautiful it was before five so no rush of a crowd for happy hour . Michael, I’m posting itThey made sure I was comfortable and didn’t wait too long to refill my drink if needed great conversation definitely Great Customer Service make sure you stop by soon. You see them."
Boucherie Union Square,5.0,"I walked past this restaurant just on accident decided to have a drink at the bar where I met Michael and Adam their service was amazing. The ambience in here was Beautiful it was before five so no rush of a crowd for happy hour . Michael, I’m posting itThey made sure I was comfortable and didn’t wait too long to refill my drink if needed great conversation definitely Great Customer Service make sure you stop by soon. You see them."
Boucherie Union Square,5.0,"I visited this restaurant for Mother’s Day, and it was a wonderful experience. My parents truly enjoyed the food—it was absolutely delicious. The service was excellent, attentive, and friendly. Everything exceeded our expectations, and I’m looking forward to coming back again. Thank you for making our celebration special!"
